Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
11024,"Volger, Adolf",Volger Adolf,Volger,Adolf,.
11025,"Volger, Bruno",Volger Bruno,Volger,Bruno,7. Dezbr. 1875
11026,"Volger, Eduard",Volger Eduard,Volger,Eduard,23. August 1847
11027,"Volger, Franz",Volger Franz,Volger,Franz,2 Novbr. 1848
11028,"Volger, Fritz",Volger Fritz,Volger,Fritz,8. September 1841
11029,"Volger, Georg Julius Bruno",Volger Georg Julius Bruno,Volger,Georg Julius Bruno,28. Juni 1854
11030,"Volger, Paul",Volger Paul,Volger,Paul,4. September 1856
11031,"Volk, Georg",Volk Georg,Volk,Georg,26. April1861
11032,"Volk, Wilhelm Gustav Werner",Volk Wilhelm Gustav Werner,Volk,Wilhelm Gustav Werner,25. Jan. 1804
11033,"Volkart, Martha",Volkart Martha,Volkart,Martha,.
11034,"Voelkel, Karl",Voelkel Karl,Voelkel,Karl,Nov. 1884
11035,"Volker, F",Volker F,Volker,F,.
11036,"Volker, Friedrich",Volker Friedrich,Volker,Friedrich,.
11037,"Volker, Reinhard",Volker Reinhard,Volker,Reinhard,.
11038,"Volkert, Oskar",Volkert Oskar,Volkert,Oskar,4. Jan.1874
11039,"Volkhausen, Julie Adeline",Volkhausen Julie Adeline,Volkhausen,Julie Adeline,Oktbr. 1899
11040,"Volkhausen, Karl",Volkhausen Karl,Volkhausen,Karl, Juni 1878
11041,"Volkmann, Freimund",Volkmann Freimund,Volkmann,Freimund,.
11042,"Volkmann, Richard von",Volkmann Richard,Volkmann,Richard,.August 1830
11043,"Vollbrecht, C",Vollbrecht C,Vollbrecht,C,.
11044,"Vollmann, Richard",Vollmann Richard,Vollmann,Richard,21. Juni 1868
11045,"Vollmar, Agnes",Vollmar Agnes,Vollmar,Agnes,22.Mai 1836
11046,"Vollmar, Anton",Vollmar Anton,Vollmar,Anton,26. März 1843
11047,"Vollmer, Eugen",Vollmer Eugen,Vollmer,Eugen,1. Mai1910
11048,"Vollmer, Hans",Vollmer Hans,Vollmer,Hans, Juni1896
11049,"Vollmöller, Karl",Vollmöller Karl,Vollmöller,Karl,7. Mai1878
11050,"Vonbank, Johann Georg",Vonbank Johann Georg,Vonbank,Johann Georg,31. Januar1894
11051,"Vonbun, Franz Joseph",Vonbun Franz Joseph,Vonbun,Franz Joseph,28.Novbr. 1824
11052,"Voneisen, Franz",Voneisen Franz,Voneisen,Franz,.
11053,"Vonderwied, L",Vonderwied L,Vonderwied,L,.
11054,"Vorberg, Karl August Wilhelm",Vorberg Karl August Wilhelm,Vorberg,Karl August Wilhelm,3. März 1819
11055,"Vorberg, Max Otto",Vorberg Max Otto,Vorberg,Max Otto,11. Jan. 1838
11056,"Vorbrodt, Ferdinand August",Vorbrodt Ferdinand August,Vorbrodt,Ferdinand August,17.Oktober 1888
11057,"Vormeng, Karl",Vormeng Karl,Vormeng,Karl,7. Juni 1909
11058,"Vorsteher-Schmidt, Karl August",Vorsteher-Schmidt Karl August,Vorsteher-Schmidt,Karl August,14. Mai 1841
11059,"Vortmann, Thusnelda",Vortmann Thusnelda,Vortmann,Thusnelda,.
11060,"Vorwerk, Dietrich",Vorwerk Dietrich,Vorwerk,Dietrich,22. Februar 1870
11061,"Voß, Joachim",Voß Joachim,Voß,Joachim,6. Jan.1846
11062,"Voß, Karl Adolf",Voß Karl Adolf,Voß,Karl Adolf,22. Jan.1866
11063,"Voß, Klara",Voß Klara,Voß,Klara,6. März 1852
11064,"Voß, Ottilie",Voß Ottilie,Voß,Ottilie,4. Jan. 1840
11065,"Voß, Richard",Voß Richard,Voß,Richard,.
11066,"Vulpinus, Theodor",Vulpinus Theodor,Vulpinus,Theodor,.
11067,"W., A",W. A,W.,A,.
11068,"Waal, Anton Maria de",Waal Anton Maria de,Waal,Anton Maria de,4. Mai 1836
11069,"Wachenhusen, Hans",Wachenhusen Hans,Wachenhusen,Hans,1. Jan.1822
11070,"Wachler, Heinrich Ernst",Wachler Heinrich Ernst,Wachler,Heinrich Ernst,18. Febr. 1871
11071,"Wachner, Helene",Wachner Helene,Wachner,Helene,.
11072,"Wachsmuth, Helene",Wachsmuth Helene,Wachsmuth,Helene,21. Septbr. 1844
11073,"Wacht, Gustav",Wacht Gustav,Wacht,Gustav,.
11074,"Wächter, Friedrich Guido",Wächter Friedrich Guido,Wächter,Friedrich Guido,3. Februar 1855
11075,"Wachtler, A",Wachtler A,Wachtler,A,.
11076,"Wackerhagen, Emma",Wackerhagen Emma,Wackerhagen,Emma,.
11077,"Wäckerle, Hyazinth",Wäckerle Hyazinth,Wäckerle,Hyazinth,.
11078,"Wackernagel, Jlse",Wackernagel Jlse,Wackernagel,Jlse,17. Febr. 1879
11079,"Wackernagel, Rudolf",Wackernagel Rudolf,Wackernagel,Rudolf,7. Juni1855
11080,"Wackernagel, Karl Heinrich Wilhelm",Wackernagel Karl Heinrich Wilhelm,Wackernagel,Karl Heinrich Wilhelm,23. April 1806
11081,"Wagelinck, H",Wagelinck H,Wagelinck,H,.
11082,"Wagenaar-Hummelinck, Henrike",Wagenaar-Hummelinck Henrike,Wagenaar-Hummelinck,Henrike,26. Dezember 1848
11083,"Wagener, Bernhard",Wagener Bernhard,Wagener,Bernhard,18. Oktober 1842
11084,"Wagener, Bruno",Wagener Bruno,Wagener,Bruno,27.Mai 1866
11085,"Wagener, Martin",Wagener Martin,Wagener,Martin,.
11086,"Wagener, Mathilde",Wagener Mathilde,Wagener,Mathilde,.
11087,"Wagenfeld, Friedrich",Wagenfeld Friedrich,Wagenfeld,Friedrich,3. Jan. 1810
11088,"Wagenfeld, Karl",Wagenfeld Karl,Wagenfeld,Karl,5.April 1869
11089,"Wagenhofen, Franz",Wagenhofen Franz,Wagenhofen,Franz,.
11090,"Wagenhoff, Franz von",Wagenhoff Franz,Wagenhoff,Franz,.
11091,"Wages, J. C. H",Wages J. C. H,Wages,J. C. H,.
11092,"Wagh, Franz",Wagh Franz,Wagh,Franz,.
11093,"Wagner, Emil",Wagner Emil,Wagner,Emil,.
11094,"Wagner, Heinrich",Wagner Heinrich,Wagner,Heinrich,.
11095,"Wagner, Hermann",Wagner Hermann,Wagner,Hermann,22.April 1880
11096,"Wagner, Jda",Wagner Jda,Wagner,Jda, Juni1879
11097,"Wagner, Johannes",Wagner Johannes,Wagner,Johannes,18. Septbr. 1852
11098,"Wagner, Johannes Andreas Freiherr von",Wagner Johannes Andreas,Wagner,Johannes Andreas, Mai 1912
11099,"Wagner, Karl",Wagner Karl,Wagner,Karl, Novbr. 1898
11100,"Wagner, Oskar",Wagner Oskar,Wagner,Oskar,9. Aug.1851
11101,"Wagner, Philipp",Wagner Philipp,Wagner,Philipp,23.Januar 1811
11102,"Wagner, Wilhelm Richard",Wagner Wilhelm Richard,Wagner,Wilhelm Richard,22. Mai 1813
11103,"Wagner, Richard",Wagner Richard,Wagner,Richard,22.Novbr. 1868
11104,"Wagner, Sylvester",Wagner Sylvester,Wagner,Sylvester,10. Oktober1865
11105,"Wagner, Wilhelm",Wagner Wilhelm,Wagner,Wilhelm,24. Mai1862
11106,"Wagner von Freinsheim, Kamillo",Wagner von Freinsheim Kamillo,Wagner von Freinsheim,Kamillo,22. Juni 1813
11107,"Wagner von Laufenburg, Franz Xaver",Wagner von Laufenburg Franz Xaver,Wagner von Laufenburg,Franz Xaver,28. Februar1805
11108,"Wagner (von Warmbronn), Christian",Wagner  Christian,Wagner ,Christian,5. Aug. 1835
11109,"Wägner, Johann Wilhelm Ernst",Wägner Johann Wilhelm Ernst,Wägner,Johann Wilhelm Ernst,16. Septbr. 1800
11110,"Wagtsmitgott, L",Wagtsmitgott L,Wagtsmitgott,L,.
11111,"Wahlde, Hermann v",Wahlde Hermann,Wahlde,Hermann,30. Novbr. 1846
11112,"Wahlheim, E",Wahlheim E,Wahlheim,E,.
11113,"Wahlström, Jrene",Wahlström Jrene,Wahlström,Jrene,2. Oktbr. 1873
11114,"Wahner, Joseph",Wahner Joseph,Wahner,Joseph,17. Juli1867
11115,"Währ, Franziska",Währ Franziska,Währ,Franziska,.
11116,"Wahrmund, Adolf",Wahrmund Adolf,Wahrmund,Adolf,10.Juni 1827
11117,"Wahrmund, Auguste",Wahrmund Auguste,Wahrmund,Auguste, April 1862
11118,"Waibl, Oswald",Waibl Oswald,Waibl,Oswald,.
11119,"Waiblinger, Wilhelm Friedrich",Waiblinger Wilhelm Friedrich,Waiblinger,Wilhelm Friedrich,21. Novbr. 1804
11120,"Waizer, Rudolf Franz",Waizer Rudolf Franz,Waizer,Rudolf Franz,15. April1842
11121,"Wald, E. von",Wald E.,Wald,E.,.
11122,"Wald, Karl von",Wald Karl,Wald,Karl,.
11123,"Wald, Otto",Wald Otto,Wald,Otto,.
11124,"Wald, R. E",Wald R. E,Wald,R. E,.
11125,"Wald, Richard",Wald Richard,Wald,Richard,.
11126,"Wald-Zedtwitz, E",Wald-Zedtwitz E,Wald-Zedtwitz,E,.
11127,"Waldästel, Helene",Waldästel Helene,Waldästel,Helene,.
11128,"Waldau, Alfred",Waldau Alfred,Waldau,Alfred,.
11129,"Waldau, Jrenäus",Waldau Jrenäus,Waldau,Jrenäus,.
11130,"Waldau, Max",Waldau Max,Waldau,Max,.
11131,"Waldau, Otto",Waldau Otto,Waldau,Otto,12. März1847
11132,"Waldberg, Walther von",Waldberg Walther,Waldberg,Walther,.
11133,"Waldbrühl, Wilhelm von",Waldbrühl Wilhelm,Waldbrühl,Wilhelm,.
11134,"Waldburg, S",Waldburg S,Waldburg,S,4. Juni1857
11135,"Waldburg-Zeil-Trauchberg, Georg Ferdinand Graf von",Waldburg-Zeil-Trauchberg Georg Ferdinand,Waldburg-Zeil-Trauchberg,Georg Ferdinand,8. Jan. 1823
11136,"Waldburg-Zeil, Ludwine Gräfin",Waldburg-Zeil Ludwine,Waldburg-Zeil,Ludwine,10. Novbr. 1837
11137,"Walde, Karl",Walde Karl,Walde,Karl,.
11138,"Walde, Philo vom",Walde Philo vom,Walde,Philo vom,.
11139,"Waldeck, Benedikt Franz Leo",Waldeck Benedikt Franz Leo,Waldeck,Benedikt Franz Leo,31. Juli 1802
11140,"Waldeck, Hermann",Waldeck Hermann,Waldeck,Hermann,2. Juli 1854
11141,"Waldeck, Ludwig",Waldeck Ludwig,Waldeck,Ludwig,.
11142,"Waldemar, Adolf",Waldemar Adolf,Waldemar,Adolf,.
11143,"Waldemar, H",Waldemar H,Waldemar,H,.
11144,"Walden, Arno von",Walden Arno,Walden,Arno,.
11145,"Walden, Else",Walden Else,Walden,Else,Februar 1876
11146,"Walden, Franz",Walden Franz,Walden,Franz,.
11147,"Walden, Gertrud",Walden Gertrud,Walden,Gertrud,.
11148,"Walden, Norbert",Walden Norbert,Walden,Norbert,.
11149,"Walden, Werner",Walden Werner,Walden,Werner,.
11150,"Waldenburg, Max",Waldenburg Max,Waldenburg,Max,.
11151,"Waldfeld, O. A",Waldfeld O. A,Waldfeld,O. A,.
11152,"Waldfreund, J. E",Waldfreund J. E,Waldfreund,J. E,.
11153,"Waldheim, Fritz (von",Waldheim Fritz,Waldheim,Fritz,1. Septbr. 1866
11154,"Waldheim, Horst",Waldheim Horst,Waldheim,Horst,.
11155,"Waldheim, Karl",Waldheim Karl,Waldheim,Karl,.
11156,"Waldmüller, Robert",Waldmüller Robert,Waldmüller,Robert,.
11157,"Waldow, B",Waldow B,Waldow,B,.
11158,"Waldow, Ernst von",Waldow Ernst,Waldow,Ernst,.
11159,"Waldow, Hermann",Waldow Hermann,Waldow,Hermann,6.März 1800
11160,"Waldstein, Max",Waldstein Max,Waldstein,Max,30.Dezember 1836
11161,"Waldstetter, Ruth",Waldstetter Ruth,Waldstetter,Ruth,.
11162,"Walesrode, Ludwig Reinhold",Walesrode Ludwig Reinhold,Walesrode,Ludwig Reinhold,14. April 1810
11163,"Walfeld, Kurt von",Walfeld Kurt,Walfeld,Kurt,.
11164,"Walk, Franz von Sales",Walk Franz,Walk,Franz,23. März 1839
11165,"Walkenried, Alma von",Walkenried Alma,Walkenried,Alma,.
11166,"Walker, Mathilde",Walker Mathilde,Walker,Mathilde,27.Septbr. 1842
11167,"Wall, Anton",Wall Anton,Wall,Anton,.
11168,"Wall, Viktor",Wall Viktor,Wall,Viktor,6. Dezbr.1877
11169,"Wallbrunn, Konrad Freiherr v",Wallbrunn Konrad,Wallbrunn,Konrad,18. März 1862
11170,"Walleiser, Karl Maximilian Alfred",Walleiser Karl Maximilian Alfred,Walleiser,Karl Maximilian Alfred,10. Oktober 1839
11171,"Waller, Ernst",Waller Ernst,Waller,Ernst,.
11172,"Wallersee, Marie Freiin von",Wallersee Marie,Wallersee,Marie,.
11173,"Walling, Günther",Walling Günther,Walling,Günther,.
11174,"Wallis, Wilhelm",Wallis Wilhelm,Wallis,Wilhelm,27.März 1862
11175,"Wallner, Franz",Wallner Franz,Wallner,Franz,25. September 1810
11176,"Wallner, Karl",Wallner Karl,Wallner,Karl,.
11177,"Wallner, Paul",Wallner Paul,Wallner,Paul,.
11178,"Wallner, Susi",Wallner Susi,Wallner,Susi,3. März1868
11179,"Wallner-Thurm, Therese",Wallner-Thurm Therese,Wallner-Thurm,Therese,29. Dezbr. 1860
11180,"Walloth, Wilhelm",Walloth Wilhelm,Walloth,Wilhelm,6. Oktober 1856
11181,"Wallpach-(Schwanenfeld), Arthur von",Wallpach Arthur,Wallpach,Arthur,6. März 1866
11182,"Wallsee, Heinrich Egon",Wallsee Heinrich Egon,Wallsee,Heinrich Egon,9. Jan. 1849
11183,"Waltenberger, Anton",Waltenberger Anton,Waltenberger,Anton,18. Mai 1840
11184,"Walter, Alfred",Walter Alfred,Walter,Alfred,17. Febr.1865
11185,"Walter, Anton",Walter Anton,Walter,Anton,21.Oktober 1836
11186,"Walter, August Hermann",Walter August Hermann,Walter,August Hermann,7. März 1817
11187,"Walter, B",Walter B,Walter,B,.
11188,"Walter, Ernst",Walter Ernst,Walter,Ernst,.
11189,"Walter, Franz",Walter Franz,Walter,Franz,15. Nov.1822
11190,"Walter, Gerhard",Walter Gerhard,Walter,Gerhard,.
11191,"Walter, Gotthold Ephraim",Walter Gotthold Ephraim,Walter,Gotthold Ephraim,.
11192,"Walter, Karl Georg Heinr. Wilh. Ernst",Walter Karl Georg Heinr. Wilh. Ernst,Walter,Karl Georg Heinr. Wilh. Ernst,23. Januar 1839
11193,"Walter, Karl",Walter Karl,Walter,Karl,.
11194,"Walter, Marie",Walter Marie,Walter,Marie,.
11195,"Walter, Paul",Walter Paul,Walter,Paul,.
11196,"Walter, Paul",Walter Paul,Walter,Paul,.
11197,"Walter, Waldemar",Walter Waldemar,Walter,Waldemar,4. April 1854
11198,"Walter-Freyr, Robert",Walter-Freyr Robert,Walter-Freyr,Robert,14. Septbr. 1881
11199,"Walthari, Otto Robert",Walthari Otto Robert,Walthari,Otto Robert,.
11200,"Walthausen, H. W. M. von",Walthausen H. W. M.,Walthausen,H. W. M.,.
11201,"Walther, Emil",Walther Emil,Walther,Emil,.
11202,"Walther, Emil",Walther Emil,Walther,Emil,.
11203,"Walther, Ernst",Walther Ernst,Walther,Ernst,.
11204,"Walther, Konrad",Walther Konrad,Walther,Konrad,.
11205,"Walther, Lina",Walther Lina,Walther,Lina,12. Nov. 1907
11206,"Walther, Oskar",Walther Oskar,Walther,Oskar,.
11207,"Walther, Rudolf Bernhard von",Walther Rudolf Bernhard,Walther,Rudolf Bernhard,5. März 1834
11208,"Walther, Ulrich",Walther Ulrich,Walther,Ulrich,.
11209,"Walther, Wilhelm",Walther Wilhelm,Walther,Wilhelm,.
11210,"Walther-Locher, Sust",Walther-Locher Sust,Walther-Locher,Sust,.
11211,"Wälti, Christian",Wälti Christian,Wälti,Christian,27. Juli1819
11212,"Waltz, Gustav",Waltz Gustav,Waltz,Gustav,.
11213,"Walz, Willi",Walz Willi,Walz,Willi,20. Jan. 1877
11214,"Walzel, Camillo",Walzel Camillo,Walzel,Camillo,11. Febr. 1829
11215,"Walzel, Johann Kaspar v",Walzel Johann Kaspar,Walzel,Johann Kaspar,.
11216,"Wanckel, Karl",Wanckel Karl,Wanckel,Karl,4. Juli1811
11217,"Wanckel, Hermann",Wanckel Hermann,Wanckel,Hermann,15. Dezember 1812
11218,"Wanderer, Georg",Wanderer Georg,Wanderer,Georg,.
11219,"Wangenheim, Franz Theodor",Wangenheim Franz Theodor,Wangenheim,Franz Theodor,7. März 1805
11220,"Wangenheim, Paul Freiherr v",Wangenheim Paul,Wangenheim,Paul,1. Februar 1848
11221,"Wannenmacher, Franz Xaver",Wannenmacher Franz Xaver,Wannenmacher,Franz Xaver,8. Mai 1839
11222,"Wantalowicz, Oskar E",Wantalowicz Oskar E,Wantalowicz,Oskar E,28. August 1865
11223,"Warburg, Emilie von",Warburg Emilie von,Warburg,Emilie von,2. April 1833
11224,"Warburg, Hermann G. von",Warburg Hermann G.,Warburg,Hermann G.,3. Mai 1804
11225,"Warker, Nikolaus",Warker Nikolaus,Warker,Nikolaus,17.Februar 1861
11226,"Warlich von Bubna, Joseph Freiherr von",Warlich von Bubna Joseph,Warlich von Bubna,Joseph,27. Nov. 1852
11227,"Warmuth, Gustav",Warmuth Gustav,Warmuth,Gustav,12.Febr. 1847
11228,"Warmuth, Kurt",Warmuth Kurt,Warmuth,Kurt,3.Septbr. 1872
11229,"Warncke, Paul",Warncke Paul,Warncke,Paul,13. Mai1866
11230,"Warnhelm, Adolf",Warnhelm Adolf,Warnhelm,Adolf,.
11231,"Warnow, Franz",Warnow Franz,Warnow,Franz,.
11232,"Warnus, Alois Johann Edler von",Warnus Alois Johann,Warnus,Alois Johann,30.April 1854
11233,"Warren, Leo",Warren Leo,Warren,Leo,.
11234,"Warrens, Rosa",Warrens Rosa,Warrens,Rosa,24. Febr.1821
11235,"Warring, Hans",Warring Hans,Warring,Hans,.
11236,"Warsberg, Alexander Frhr. von",Warsberg Alexander,Warsberg,Alexander,30. März 1836
11237,"Warso, A",Warso A,Warso,A,.
11238,"Wartenburg, Karl Friedrich Anton",Wartenburg Karl Friedrich Anton,Wartenburg,Karl Friedrich Anton,13. Novbr. 1826
11239,"Wartenegg, Wilhelm von",Wartenegg Wilhelm,Wartenegg,Wilhelm,24. Juni 1839
11240,"Wäschke, Hermann",Wäschke Hermann,Wäschke,Hermann,21.Mai 1850
11241,"Wasner, Georg",Wasner Georg,Wasner,Georg,10. März1866
11242,"Wassach, Alexander von",Wassach Alexander,Wassach,Alexander,.
11243,"Wasserburg, Philipp",Wasserburg Philipp,Wasserburg,Philipp,11. Oktbr. 1827
11244,"Wasserburger, Lina",Wasserburger Lina,Wasserburger,Lina,9. September 1831
11245,"Wasserburger, Paula von",Wasserburger Paula,Wasserburger,Paula,12. Februar 1865
11246,"Wassermann, Jakob",Wassermann Jakob,Wassermann,Jakob,10. März 1873
11247,"Wassermann, Moses",Wassermann Moses,Wassermann,Moses,15.Juli 1811
11248,"Watzdorff-Bachoff, Erika von",Watzdorff-Bachoff Erika,Watzdorff-Bachoff,Erika,6. Mai 1878
11249,"Watzlaweck, Richard",Watzlaweck Richard,Watzlaweck,Richard,.August 1880
11250,"Watzlawik, Alfons",Watzlawik Alfons,Watzlawik,Alfons,16.Oktbr. 1873
11251,"Waetzoldt, Christian Stephan",Waetzoldt Christian Stephan,Waetzoldt,Christian Stephan,3. Juni 1849
11252,"Wauer, Hugo",Wauer Hugo,Wauer,Hugo,6. Mai 1828
11253,"Wauer, Minna",Wauer Minna,Wauer,Minna,14. Februar1815
11254,"Wauer, Gerhard",Wauer Gerhard,Wauer,Gerhard,18.August 1869
11255,"Wawerka, Hans",Wawerka Hans,Wawerka,Hans,.
11256,"Waxmann, Gustav",Waxmann Gustav,Waxmann,Gustav,.
11257,"Webel, Franz Oskar",Webel Franz Oskar,Webel,Franz Oskar,25. November 1864
11258,"Weber, Adelheid Marie Luise",Weber Adelheid Marie Luise,Weber,Adelheid Marie Luise,. September 1878
11259,"Weber, A(lexander) O(tto",Weber Alexander Otto,Weber,Alexander Otto,15. April 1868
11260,"Weber, Claire Henrika",Weber Claire Henrika,Weber,Claire Henrika,9. Juni 1881
11261,"Weber, Emil",Weber Emil,Weber,Emil,20. August1877
11262,"Weber, Emil",Weber Emil,Weber,Emil,5. April1874
11263,"Weber, Ernst",Weber Ernst,Weber,Ernst,5. Juli1873
11264,"Weber, Ferdinand",Weber Ferdinand,Weber,Ferdinand,28. Febr. 1812
11265,"Weber, Franz",Weber Franz,Weber,Franz,7.März 1845
11266,"Weber, Friedrich Percy",Weber Friedrich Percy,Weber,Friedrich Percy,19. Januar 1895
11267,"Weber, Friedrich Wilhelm",Weber Friedrich Wilhelm,Weber,Friedrich Wilhelm, Dezbr. 1813
11268,"Weber, J. Fritz",Weber J. Fritz,Weber,J. Fritz,.
11269,"Weber, Heinrich",Weber Heinrich,Weber,Heinrich,6.Juni 1821
11270,"Weber, Heinrich Leo",Weber Heinrich Leo,Weber,Heinrich Leo,13. Mai 1847
11271,"Weber, Karl",Weber Karl,Weber,Karl,.
11272,"Weber, Laura",Weber Laura,Weber,Laura,15.Septbr. 1838
11273,"Weber, Leopold",Weber Leopold,Weber,Leopold,24. Jan.1866
11274,"Weber, Ludwig",Weber Ludwig,Weber,Ludwig, Oktober 1896
11275,"Weber, Mathilde",Weber Mathilde,Weber,Mathilde,16.August 1829
11276,"Weber, Max Maria von",Weber Max Maria,Weber,Max Maria,18. April 1881
11277,"Weber, Karl Ludwig Otto",Weber Karl Ludwig Otto,Weber,Karl Ludwig Otto,16. August 1808
11278,"Weber, Robert",Weber Robert,Weber,Robert,5. Aug.1824
11279,"Weber, Vincenz",Weber Vincenz,Weber,Vincenz,11. Jan.1809
11280,"Weber-Lutkow, Hanns",Weber-Lutkow Hanns,Weber-Lutkow,Hanns,.
11281,"Webinger, Hugo",Webinger Hugo,Webinger,Hugo,14.Mai 1878
11282,"Wechselmann, H. J. H",Wechselmann H. J. H,Wechselmann,H. J. H,.April 1865
11283,"Wechsler, Ernst",Wechsler Ernst,Wechsler,Ernst,24.Juni 1861
11284,"Wechßler, Adolf",Wechßler Adolf,Wechßler,Adolf,13.Febr. 1829
11285,"Wechßler, Edward",Wechßler Edward,Wechßler,Edward,27. April 1839
11286,"Weck, Gustav",Weck Gustav,Weck,Gustav,17. Nov.1842
11287,"Weck, Sidonie",Weck Sidonie,Weck,Sidonie,.
11288,"Wedde, Friedrich Christoph Johannes",Wedde Friedrich Christoph Johannes,Wedde,Friedrich Christoph Johannes, September 1887
11289,"Weddigen, Friedrich Heinrich Otto",Weddigen Friedrich Heinrich Otto,Weddigen,Friedrich Heinrich Otto,9. Febr. 1851
11290,"Wedekind, Donald",Wedekind Donald,Wedekind,Donald,4.November 1871
11291,"Wedekind, Frank",Wedekind Frank,Wedekind,Frank,24. Juli1864
11292,"Wedekind, Wilhelm",Wedekind Wilhelm,Wedekind,Wilhelm,11. Oktbr. 1863
11293,"Wedel, Dr. von",Wedel Dr. von,Wedel,Dr. von,.
11294,"Wedel, Alexander Karl Aurel Bernhard von",Wedel Alexander Karl Aurel Bernhard,Wedel,Alexander Karl Aurel Bernhard,9. Mai1851
11295,"Wedel, Heinrich Friedrich Paul von",Wedel Heinrich Friedrich Paul,Wedel,Heinrich Friedrich Paul,11. April 1842
11296,"Wedel, Marie Gräfin von",Wedel Marie,Wedel,Marie,27. März 1876
11297,"Weditz, Annette von",Weditz Annette,Weditz,Annette,.
11298,"Weeningh, W",Weeningh W,Weeningh,W,.
11299,"Weerth, Georg",Weerth Georg,Weerth,Georg,Februar 1842
11300,"Weerth, Peter",Weerth Peter,Weerth,Peter,.
11301,"Wegener, Friedrich",Wegener Friedrich,Wegener,Friedrich,9. Juli 1866
11302,"Wegener, Gertrud",Wegener Gertrud,Wegener,Gertrud,.
11303,"Wegener, Nhingulf Eduard",Wegener Nhingulf Eduard,Wegener,Nhingulf Eduard,28. Juni 1821
11304,"Wegener, Wilhelm",Wegener Wilhelm,Wegener,Wilhelm,21. April 1838
11305,"Wegener, Wilhelm Anton",Wegener Wilhelm Anton,Wegener,Wilhelm Anton,11. Mai 1844
11306,"Wegerer, Agnes von",Wegerer Agnes,Wegerer,Agnes,28. Oktbr. 1820
11307,"Wegerer, Asta von",Wegerer Asta,Wegerer,Asta,25.Juli 1854
11308,"Wegner, Armin T",Wegner Armin T,Wegner,Armin T,16.Oktober 1886
11309,"Wegner, Bertha",Wegner Bertha,Wegner,Bertha,.
11310,"Wegner, Lite",Wegner Lite,Wegner,Lite,.
11311,"Wehl, Feodor",Wehl Feodor,Wehl,Feodor, Novbr.1870
11312,"Wehlau, Anna von",Wehlau Anna,Wehlau,Anna,12. Aug. 1868
11313,"Wehren, Else von",Wehren Else,Wehren,Else,8. Oktbr. 1875
11314,"Wehren, Marianne von",Wehren Marianne,Wehren,Marianne,3. März 1830
11315,"Wehrmann, Hans",Wehrmann Hans,Wehrmann,Hans,22. Aug. 1877
11316,"Wehrmeister, P. Cyrillus",Wehrmeister P. Cyrillus,Wehrmeister,P. Cyrillus,.
11317,"Wehrmut, Jocosus",Wehrmut Jocosus,Wehrmut,Jocosus,.
11318,"Weibert, Ferdinand",Weibert Ferdinand,Weibert,Ferdinand,6. Januar 1841
11319,"Weichardt, H",Weichardt H,Weichardt,H,5. Februar 1851
11320,"Weichberger, Konrad",Weichberger Konrad,Weichberger,Konrad,10. Februar 1877
